Track,Driver,Team,Starting Grid,Year,Target_Tier
21,12,14,19,2024,2
24,32,2,9,2020,1
11,0,28,18,2022,2
34,7,6,11,2021,2
4,30,13,15,2025,2
0,4,12,8,2020,1
8,8,6,2,2022,1
30,16,13,16,2024,2
20,31,15,7,2025,1
2,24,22,4,2019,0
33,11,28,18,2020,2
2,32,4,11,2022,1
23,3,12,6,2023,1
1,36,7,9,2022,1
3,12,0,13,2022,2
34,11,17,4,2025,1
26,39,2,12,2021,2
25,19,7,18,2025,2
4,20,15,15,2024,1
7,7,6,8,2021,1
30,18,1,14,2019,2
16,0,28,19,2025,2
1,11,28,18,2019,2
15,20,15,6,2022,1
22,27,14,13,2025,2
19,21,12,19,2025,1
17,26,28,10,2022,2
3,27,26,15,2019,2
13,27,26,13,2019,1
18,22,20,14,2026,1
7,31,15,4,2025,1
3,23,28,18,2023,2
25,18,1,16,2021,2
23,24,23,1,2023,0
29,24,23,2,2025,0
7,27,13,18,2024,2
15,32,6,8,2025,1
17,38,17,2,2020,1
15,8,7,10,2024,1
6,20,15,15,2021,2
31,36,12,10,2020,2
18,31,15,6,2024,1
9,27,26,8,2019,2
18,31,15,3,2025,0
30,3,12,2,2023,1
15,36,7,18,2022,1
2,29,3,15,2023,2
22,39,18,8,2024,1
18,25,13,15,2022,2
34,12,0,12,2023,2
6,21,12,18,2025,1
25,30,13,13,2025,2
9,10,14,19,2025,2
1,21,17,11,2023,1
22,12,0,20,2022,2
6,19,21,16,2019,1
0,36,12,11,2020,2
22,1,1,10,2021,1
18,19,7,20,2025,2
29,16,13,14,2024,2
23,20,15,2,2023,1
16,39,18,10,2024,1
17,32,2,1,2020,0
28,19,7,16,2025,2
3,39,2,7,2021,2
21,21,17,13,2023,1
20,0,28,9,2024,2
22,18,1,14,2019,2
1,3,12,4,2022,1
9,7,13,13,2026,2
26,3,12,2,2021,0
1,9,28,20,2024,2
10,21,17,2,2020,0
1,21,17,1,2019,0
9,20,15,4,2024,0
1,24,22,1,2020,0
3,19,7,12,2022,2
16,20,16,8,2020,2
5,5,26,10,2019,2
13,32,4,14,2022,2
24,28,13,20,2021,2
22,0,28,16,2022,2
1,11,28,17,2021,2
33,35,13,15,2020,2
3,20,15,2,2021,0
5,20,15,6,2025,0
8,26,28,18,2022,2
7,0,28,19,2022,2
6,21,17,1,2020,0
5,16,13,18,2020,2
4,20,16,7,2019,1
7,39,4,20,2022,2
16,21,17,1,2020,0
30,5,15,7,2021,1
26,18,1,13,2021,1
1,19,7,13,2024,2
6,32,2,6,2021,1
20,25,13,14,2021,2
34,20,16,8,2019,1
17,38,17,3,2019,0
18,22,19,13,2025,2
24,37,22,4,2021,1
28,12,0,12,2022,2
5,34,28,20,2019,2
20,31,15,17,2024,1
5,24,23,1,2024,0
10,35,13,16,2020,1
18,21,17,4,2019,0
18,11,17,8,2022,1
3,11,28,8,2021,2
16,37,24,11,2022,1
16,4,12,4,2019,1
17,21,17,2,2019,0
34,21,17,2,2021,0
19,30,13,14,2025,1
9,4,12,4,2019,1
18,27,13,12,2024,2
33,7,26,10,2020,2
23,21,17,4,2022,1
4,28,13,18,2021,2
4,24,22,4,2019,1
23,39,3,17,2023,2
2,0,28,6,2025,1
18,3,16,7,2019,1
23,16,13,20,2023,2
23,19,9,12,2021,2
19,31,15,18,2023,1
2,35,13,6,2019,2
7,12,0,13,2022,2
6,36,9,5,2021,1
22,30,13,20,2025,2
26,35,13,16,2020,2
30,24,22,3,2020,0
30,19,9,11,2021,2
1,5,3,15,2023,2
3,11,17,11,2023,1
13,24,22,4,2019,1
11,20,15,7,2021,0
3,23,28,19,2024,2
31,0,22,6,2020,1
13,4,12,3,2019,0
1,25,13,19,2021,2
1,38,17,20,2019,1
9,4,12,6,2025,2
23,20,15,1,2024,0
6,26,28,10,2021,1
1,21,17,2,2021,0
34,37,22,3,2021,0
29,27,14,11,2025,2
16,19,7,14,2022,2
34,27,13,11,2024,1
18,7,13,18,2025,2
3,27,14,20,2025,1
30,1,1,20,2020,2
8,32,6,15,2024,1
13,0,28,13,2022,2
26,6,27,19,2019,2
15,19,7,20,2022,2
30,38,17,2,2020,0
30,37,24,5,2022,0
2,12,14,19,2024,2
16,32,2,5,2021,1
6,16,13,12,2022,2
15,12,14,14,2024,2
11,18,1,16,2021,2
9,37,11,21,2026,2
29,4,12,1,2022,0
13,37,22,4,2021,0
7,3,28,15,2025,2
17,17,17,6,2025,1
8,32,6,15,2023,2
31,16,13,15,2020,2
25,24,22,7,2021,0
15,28,13,19,2021,2
7,0,22,5,2019,2
31,28,13,20,2021,2
25,8,7,8,2025,1
16,4,12,1,2025,1
4,16,13,12,2019,2
1,0,28,17,2025,2
30,19,21,5,2020,1
1,11,17,6,2024,1
17,24,23,1,2025,0
7,24,23,17,2024,0
5,28,13,19,2021,2
3,0,28,15,2022,2
22,39,3,9,2023,2
21,37,23,4,2024,1
8,25,13,6,2022,2
5,19,7,19,2025,2
5,8,7,5,2023,0
23,32,6,12,2023,0
17,36,12,4,2019,2
1,11,17,4,2025,1
28,20,15,6,2024,1
7,8,7,4,2023,0
8,37,21,15,2019,2
6,6,27,19,2019,1
31,38,17,5,2021,0
1,1,1,16,2019,2
28,5,15,11,2021,1
18,32,4,20,2022,2
28,4,12,4,2025,0
5,35,13,19,2020,2
15,1,1,15,2020,2
8,34,28,19,2019,2
22,22,19,9,2025,1
29,0,28,14,2023,2
25,16,13,10,2024,1
8,8,7,2,2023,0
2,10,14,15,2025,2
7,4,12,3,2025,2
22,25,13,15,2022,2
18,10,14,17,2025,2
31,8,6,8,2021,1
28,7,13,19,2025,2
8,0,28,9,2025,2
22,3,12,3,2024,0
11,39,18,7,2024,1
9,11,17,2,2026,0
23,39,4,9,2022,2
17,25,13,17,2022,2
6,35,13,17,2020,2
28,5,15,14,2022,2
3,24,23,1,2023,0
32,24,22,2,2020,1
34,32,6,7,2023,1
22,24,24,4,2022,0
6,27,13,16,2024,2
4,11,17,5,2024,0
12,27,14,17,2025,2
21,39,23,10,2025,1
23,12,14,17,2024,2
11,4,12,4,2021,1
7,20,16,10,2019,1
17,7,6,18,2023,2
2,11,28,19,2019,2
10,26,28,18,2020,2
30,4,12,19,2023,2
30,16,13,17,2023,2
4,0,28,19,2025,2
22,24,23,1,2023,0
16,1,1,19,2020,2
21,19,7,11,2024,2
22,38,0,12,2022,1
30,17,17,6,2025,2
3,35,13,11,2019,2
16,24,23,2,2023,0
1,6,2,7,2020,2
13,11,28,14,2021,2
4,21,12,12,2025,1
1,36,12,13,2020,2
13,8,6,9,2021,1
4,10,14,13,2025,2
17,16,13,15,2020,2
9,3,28,17,2026,1
23,11,17,6,2022,0
11,36,9,13,2021,2
18,32,27,9,2019,1
3,18,1,19,2020,2
3,3,12,3,2022,2
7,37,21,15,2019,1
11,26,28,19,2020,2
16,26,28,15,2020,2
1,32,27,11,2019,2
4,5,18,14,2024,2
3,31,15,13,2023,2
32,24,22,2,2021,0
18,22,3,11,2023,2
18,5,26,16,2019,2
25,0,28,14,2025,2
6,20,16,11,2019,2
21,22,19,15,2025,2
25,36,9,10,2021,1
20,36,7,16,2022,2
30,32,2,10,2020,1
6,25,13,19,2022,2
2,31,15,2,2025,1
3,16,13,7,2022,1
19,24,23,2,2025,0
5,6,2,10,2020,2
22,24,23,6,2024,1
7,8,7,11,2025,2
16,6,2,17,2020,2
7,36,7,9,2022,2
20,16,13,17,2019,2
8,22,19,19,2025,2
4,3,12,4,2023,1
30,3,12,3,2022,1
3,32,6,10,2025,2
2,37,21,10,2019,2
6,12,0,17,2023,2
23,21,17,13,2023,1
6,31,15,5,2023,2
16,35,13,18,2020,2
2,11,17,1,2026,0
30,39,2,16,2021,2
31,11,28,10,2021,2
17,24,22,5,2020,2
15,38,14,16,2024,2
6,3,16,7,2020,2
29,16,13,6,2023,1
6,0,28,10,2024,2
15,3,12,1,2022,0
2,21,17,5,2022,1
17,39,18,16,2024,2
2,32,6,17,2024,2
18,12,0,19,2023,2
6,3,12,11,2021,1
20,19,21,16,2019,2
16,24,22,7,2020,0
17,4,12,4,2025,1
16,26,28,18,2021,1
7,26,28,16,2021,2
1,27,13,7,2024,1
18,2,20,10,2026,2
22,26,28,19,2022,2
25,32,2,2,2021,2
16,21,17,7,2022,0
16,6,27,13,2019,2
8,27,14,11,2025,1
15,32,2,11,2020,1
22,8,7,6,2025,2
16,0,22,13,2020,1
5,0,22,4,2020,0
11,7,6,9,2021,1
3,31,15,7,2024,0
7,5,15,11,2022,2
6,36,12,14,2020,2
15,7,26,9,2020,1
7,17,17,2,2025,0
15,37,23,20,2024,2
30,37,21,15,2019,2
5,39,2,13,2021,1
3,5,26,10,2020,2
7,16,13,9,2019,2
14,21,17,1,2019,1
28,18,1,12,2021,2
30,37,23,11,2023,1
15,19,9,14,2021,1
25,22,18,17,2024,2
6,11,28,2,2021,0
17,0,28,9,2024,1
33,20,16,11,2020,1
31,21,17,2,2021,0
5,3,28,8,2025,2
7,18,1,8,2019,1
15,32,22,5,2019,1
17,19,7,12,2022,2
9,27,13,9,2024,1
19,39,23,20,2025,2
17,25,13,18,2021,2
26,37,21,4,2020,1
2,27,26,11,2019,1
26,8,6,6,2021,1
16,24,24,10,2022,0
29,31,15,17,2023,1
2,6,27,15,2019,1
11,24,22,2,2021,0
25,8,7,8,2024,1
21,19,7,18,2025,2
6,28,13,18,2021,2
19,20,15,15,2023,2
2,38,11,19,2026,2
20,3,12,5,2022,1
30,19,7,14,2024,2
7,7,6,4,2024,0
23,23,28,18,2024,2
18,12,0,14,2022,2
26,19,9,7,2021,2
2,3,16,18,2019,2
20,5,26,13,2019,1
12,0,28,7,2025,1
2,38,14,13,2024,2
2,31,15,5,2024,1
17,3,28,13,2025,2
25,21,17,3,2023,2
31,1,1,19,2020,2
25,12,14,12,2024,1
31,39,2,11,2021,1
26,4,12,10,2020,1
16,22,19,9,2025,1
20,4,12,1,2023,0
23,32,6,9,2024,1
3,4,12,7,2020,0
6,37,24,2,2022,0
22,20,15,5,2022,1
30,32,22,6,2019,1
2,16,13,14,2023,2
20,11,17,5,2024,1
6,39,18,20,2024,2
17,31,15,7,2023,2
3,36,9,11,2021,2
4,9,28,8,2024,1
21,20,15,8,2022,2
25,24,23,1,2023,0
5,36,12,11,2020,2
6,38,17,13,2021,2
21,12,0,17,2022,2
25,39,18,14,2024,2
23,5,15,17,2022,2
17,10,14,7,2025,1
4,7,6,12,2021,2
28,11,17,3,2025,1
30,23,28,19,2024,2
23,13,19,4,2025,0
4,3,12,3,2024,2
3,8,7,7,2023,1
34,21,17,5,2019,0
15,3,12,7,2024,1
3,27,13,9,2024,1
29,11,17,20,2022,2
26,32,2,11,2021,2
4,7,6,13,2022,1
6,16,13,17,2024,2
30,31,15,1,2025,0
25,37,23,9,2024,2
11,26,28,14,2021,2
17,19,7,20,2023,2
2,19,7,19,2022,2
31,4,12,7,2021,1
17,11,28,14,2021,1
30,13,19,9,2025,1
22,21,12,7,2025,1
27,1,1,14,2020,2
8,10,14,15,2025,2
4,5,15,12,2022,1
15,4,12,11,2024,2
19,27,14,11,2025,1
19,8,7,7,2025,2
13,5,26,8,2019,2
15,20,15,3,2024,0
34,19,7,5,2022,2
5,3,12,4,2024,0
7,25,13,12,2022,2
6,5,26,10,2019,2
6,16,13,20,2020,2
3,7,26,14,2020,1
4,27,13,20,2023,2
23,24,22,1,2021,0
25,3,12,5,2021,1
30,11,28,19,2019,2
16,21,17,3,2019,0
8,36,7,16,2022,2
17,12,14,20,2024,2
17,9,6,17,2025,2
17,22,19,18,2025,2
24,19,9,17,2021,2
16,8,7,7,2024,2
27,16,13,16,2020,2
26,19,21,14,2019,2
34,5,15,6,2021,1
2,21,12,7,2026,1
23,28,13,18,2021,2
18,11,17,8,2023,1
29,20,15,6,2022,1
1,5,15,13,2022,1
3,8,7,11,2025,1
15,5,26,8,2020,1
4,38,17,10,2021,2
28,11,17,6,2022,1
19,19,7,12,2025,2
16,0,27,12,2019,1
14,35,13,6,2019,1
11,21,17,14,2022,2
30,20,15,3,2023,2
15,16,13,17,2024,2
15,29,3,18,2023,2
7,38,0,14,2022,1
16,23,28,14,2024,2
28,21,17,15,2022,1
6,5,18,13,2024,1
0,0,22,9,2020,1
8,19,7,17,2025,2
4,39,18,11,2024,2
34,16,13,13,2022,1
6,31,15,5,2024,0
28,8,6,13,2021,2
16,27,13,11,2024,2
18,19,7,18,2022,2
17,24,23,2,2023,0
22,19,21,17,2019,2
4,38,14,16,2024,2
34,17,17,7,2025,2
2,20,15,4,2022,1
28,22,19,12,2025,2
11,32,2,4,2020,2
2,38,17,2,2019,0
17,16,13,16,2022,2
20,22,19,15,2025,2
30,39,3,15,2023,2
6,19,7,9,2022,2
7,32,27,6,2019,0
7,20,15,5,2021,1
17,27,13,10,2024,2
6,20,15,4,2024,1
21,5,15,14,2022,2
3,39,4,16,2022,2
16,31,15,2,2024,0
24,20,15,7,2021,1
20,5,15,11,2022,1
19,13,19,8,2025,1
19,21,17,10,2024,0
1,5,26,7,2019,2
4,20,15,9,2021,1
8,31,15,8,2023,2
20,16,13,16,2023,2
5,12,0,15,2022,1
17,4,12,3,2023,1
15,39,18,13,2024,1
11,28,13,19,2021,2
6,6,2,11,2020,2
7,21,17,5,2023,1
11,19,7,15,2022,1
16,4,12,6,2020,2
23,7,6,16,2023,1
23,5,15,10,2021,2
13,7,6,10,2022,1
23,8,6,9,2021,1
8,21,17,7,2024,1
28,8,7,2,2023,0
1,16,13,16,2022,2
6,7,13,11,2025,2
17,19,21,8,2020,0
34,3,12,3,2024,0
6,32,2,12,2020,1
13,0,27,11,2019,2
16,1,1,17,2019,2
5,21,17,9,2024,1
8,8,7,6,2024,1
1,32,6,19,2025,2
5,32,2,8,2020,1
9,17,17,8,2025,1
23,7,6,15,2024,2
34,8,7,10,2025,1
8,20,16,8,2019,2
18,32,5,7,2026,1
30,7,13,16,2025,2
15,0,28,16,2022,2
2,37,23,6,2024,1
30,35,13,17,2020,2
23,0,28,15,2022,2
2,24,25,20,2026,1
6,21,17,3,2024,0
22,16,13,5,2019,2
18,20,15,2,2025,0
11,19,7,13,2024,1
20,7,13,11,2025,1
9,4,12,6,2024,1
15,23,28,14,2023,2
1,20,15,2,2025,0
15,4,12,4,2023,1
5,11,28,14,2020,2
18,4,12,4,2023,1
1,31,15,3,2023,1
20,0,28,17,2025,2
13,7,6,11,2021,2
15,11,17,6,2023,1
16,4,12,6,2024,1
16,36,7,18,2022,1
13,20,15,8,2021,1
20,39,23,10,2025,2
17,39,2,15,2021,2
8,16,13,20,2019,2
23,8,7,10,2025,1
23,19,7,19,2025,1
7,23,28,19,2023,2
30,35,13,7,2019,1
31,26,28,16,2021,2
22,35,13,13,2019,1
30,37,23,11,2024,1
6,19,7,16,2025,2
19,4,12,9,2025,1
21,11,17,5,2025,0
9,11,28,17,2019,2
3,27,13,8,2023,2
6,20,15,17,2022,2
8,9,6,10,2025,2
7,21,17,10,2021,0
20,27,14,13,2025,2
4,21,17,5,2023,1
6,3,12,7,2024,1
22,20,16,12,2019,2
7,25,13,18,2021,2
29,21,17,2,2019,1
8,37,23,12,2023,1
23,21,12,7,2025,2
15,8,7,9,2023,1
4,38,0,13,2023,2
29,36,12,3,2019,0
21,7,6,8,2023,1
32,11,28,13,2021,2
29,24,23,2,2024,0
30,39,23,19,2025,2
5,4,12,2,2025,1
7,19,7,14,2025,2
18,13,19,7,2025,1
15,0,22,12,2020,1
30,21,17,6,2022,1
19,16,13,12,2024,2
3,32,2,6,2021,1
21,0,28,11,2023,2
16,35,13,9,2019,2
10,38,17,1,2020,2
15,24,24,2,2022,1
34,19,9,13,2021,2
9,19,21,16,2019,2
6,4,12,3,2025,0
16,11,17,1,2022,0
5,20,15,13,2022,2
2,20,15,1,2025,0
18,32,6,11,2025,2
5,19,7,8,2023,1
9,5,18,12,2024,2
22,5,18,12,2024,2
2,3,28,21,2026,2
30,26,28,19,2021,2
15,9,6,20,2025,2
33,18,1,13,2020,1
13,16,13,20,2022,2
8,27,26,7,2019,1
25,0,28,13,2023,2
26,3,16,6,2020,2
13,39,4,8,2022,2
20,3,16,7,2019,2
2,4,12,4,2024,0
16,25,13,15,2022,2
20,4,12,2,2025,0
20,7,6,19,2021,2
1,18,1,17,2019,2
20,38,0,6,2022,1
7,37,23,12,2024,2
31,20,16,9,2020,1
30,37,22,8,2021,1
4,13,19,8,2025,1
20,32,2,5,2021,1
33,21,17,1,2020,0
30,4,12,9,2020,2
15,31,15,3,2023,1
15,19,7,12,2023,2
11,11,17,6,2024,1
7,20,15,6,2022,2
25,37,23,20,2023,1
4,27,14,17,2025,2
34,11,17,4,2022,1
4,36,9,11,2021,0
3,11,17,4,2022,1
22,17,17,15,2025,2
24,21,17,2,2021,0
8,7,13,14,2025,1
32,1,1,16,2021,2
3,11,28,20,2019,2
13,19,7,15,2022,1
28,32,6,9,2025,2
9,38,14,10,2024,2
8,11,17,1,2024,0
7,19,7,15,2022,1
25,11,28,15,2021,2
6,0,28,6,2022,1
29,23,28,18,2023,2
15,31,15,2,2025,0
30,8,7,10,2024,2
3,32,2,12,2020,1
5,31,15,8,2024,1
7,11,17,6,2025,1
8,19,7,9,2024,1
7,36,12,2,2019,2
4,31,15,10,2023,2
30,12,14,15,2024,2
3,20,15,2,2024,2
22,0,27,10,2019,1
20,21,17,3,2022,0
11,24,24,1,2022,0
7,24,22,1,2019,0
25,13,19,6,2025,2
3,6,27,16,2019,2
13,36,9,12,2021,1
16,28,13,19,2021,2
27,37,21,5,2020,0
16,37,23,9,2023,0
5,27,14,16,2025,2
11,36,7,13,2022,1
16,32,22,6,2019,1
18,10,10,9,2026,2
4,12,14,17,2024,2
4,30,13,10,2024,1
19,27,13,13,2023,2
6,32,27,13,2019,1
16,3,12,2,2022,1
4,37,21,5,2019,1
10,32,2,12,2020,1
24,20,16,8,2020,2
6,38,0,13,2022,2
18,38,14,13,2024,2
4,21,17,7,2022,1
13,20,15,5,2022,1
28,32,4,9,2022,1
27,26,28,17,2020,2
19,9,28,20,2024,2
2,27,13,10,2023,1
28,0,28,12,2024,2
29,39,3,15,2023,2
2,8,7,10,2024,1
32,32,2,4,2021,1
11,7,26,12,2020,2
13,19,21,17,2019,2
5,38,17,2,2020,1
16,38,14,12,2024,2
11,38,0,7,2022,1
15,18,1,16,2020,2
8,16,13,5,2022,2
6,0,28,5,2025,1
29,12,14,20,2024,2
22,37,22,9,2021,1
2,22,23,18,2025,2
25,3,28,7,2025,0
25,20,15,10,2023,0
2,20,15,6,2026,1
15,7,6,18,2024,2
29,24,24,8,2022,1
2,0,28,20,2022,1
34,13,19,20,2025,2
6,24,23,6,2023,0
2,22,20,8,2026,2
6,19,21,9,2020,1
17,5,15,2,2021,0
15,16,13,14,2020,2
1,16,13,14,2024,2
25,39,3,11,2023,2
30,0,28,18,2022,2
18,17,17,1,2026,0
30,38,0,16,2023,2
20,8,6,9,2022,2
7,12,14,19,2024,2
4,38,17,1,2019,0
11,31,15,5,2024,1
3,28,13,20,2021,2
18,11,17,5,2025,1
4,35,13,14,2019,2
29,38,17,5,2019,1
16,21,17,1,2021,0
32,19,21,1,2020,1
34,5,26,9,2019,1
7,5,15,11,2021,2
2,9,5,16,2026,2
2,27,10,11,2026,2
22,13,19,5,2025,1
2,17,17,16,2025,1
22,5,26,6,2019,1
15,35,13,14,2019,2
5,15,6,11,2025,2
34,20,15,2,2025,0
15,16,13,16,2019,2
22,31,15,3,2025,0
26,20,15,1,2021,1
29,0,22,6,2019,1
2,3,12,9,2022,2
22,36,12,4,2019,0
6,27,14,14,2025,2
18,4,12,8,2024,1
6,3,12,4,2023,2
17,4,12,13,2020,2
31,37,21,17,2020,1
20,37,23,5,2023,2
23,27,13,14,2023,2
25,27,13,18,2024,2
25,20,15,2,2025,1
4,18,1,14,2021,1
5,4,12,1,2019,0
6,32,6,12,2024,2
1,37,21,19,2020,2
7,10,14,18,2025,2
15,21,17,7,2023,0
6,39,4,20,2022,2
6,4,12,9,2021,1
5,32,6,20,2024,2
16,5,18,9,2024,2
17,21,17,8,2023,1
29,8,6,5,2022,2
1,39,23,10,2025,2
28,37,23,3,2024,0
23,0,28,4,2023,1
20,22,18,12,2024,2
18,8,7,5,2024,1
21,21,17,8,2024,1
20,0,28,17,2022,2
15,0,28,8,2023,1
10,5,26,6,2020,0
20,28,13,15,2021,2
30,0,28,11,2025,2
20,9,6,20,2025,2
23,10,14,13,2025,2
16,32,2,10,2020,2
1,37,21,10,2019,1
7,20,15,1,2024,1
29,32,6,18,2024,2
13,36,7,12,2022,2
16,20,15,3,2023,0
8,39,3,19,2023,2
8,37,24,13,2022,2
30,4,12,5,2024,1
29,20,15,4,2023,0
8,16,13,14,2024,2
29,3,28,18,2025,1
25,8,7,4,2023,1
17,3,12,6,2021,1
18,23,28,20,2023,2
17,4,12,5,2021,1
22,4,12,1,2024,0
3,11,28,17,2020,2
28,16,13,13,2023,1
8,1,1,12,2019,2
2,26,28,18,2022,2
34,32,6,6,2024,2
6,20,16,10,2020,1
7,39,3,16,2023,1
34,1,1,12,2021,2
30,0,28,18,2023,2
4,8,7,7,2024,1
1,4,12,5,2025,1
21,20,15,2,2025,0
23,34,1,16,2021,2
1,7,6,9,2021,1
11,3,12,4,2022,2
32,18,1,8,2020,2
1,19,21,12,2019,2
21,0,28,18,2022,1
30,4,12,7,2025,0
5,4,12,1,2022,0
17,3,12,1,2023,0
4,19,7,9,2023,1
4,18,1,19,2019,1
1,31,15,2,2024,1
5,32,6,4,2025,1
12,39,23,20,2025,1
22,11,17,8,2023,1
5,4,12,3,2023,2
23,26,28,20,2022,2
3,24,23,1,2024,1
29,16,13,13,2019,2
6,37,21,8,2020,1
8,7,6,6,2023,1
24,25,13,19,2021,2
3,31,15,3,2025,0
8,21,12,5,2025,1
4,0,28,17,2022,2
19,7,6,11,2024,2
13,35,13,16,2019,2
30,32,6,8,2025,1
29,27,13,9,2023,2
29,4,12,9,2024,1
19,8,7,9,2023,1
28,39,3,16,2023,2
16,12,0,12,2022,2
20,11,28,19,2019,2
22,12,0,19,2023,2
34,27,26,11,2019,1
22,18,1,14,2021,2
28,38,0,14,2023,2
20,19,7,20,2023,2
34,32,4,11,2022,2
9,8,7,13,2025,2
7,0,28,13,2023,2
17,0,28,14,2025,1
8,6,27,10,2019,1
26,19,21,12,2020,2
26,1,1,12,2019,2
5,19,7,19,2022,2
15,1,1,11,2019,2
1,20,16,4,2020,1
2,12,0,17,2023,1
2,8,7,12,2025,2
24,11,28,14,2020,2
30,27,13,13,2024,2
30,31,15,9,2024,1
20,16,13,7,2024,1
7,32,2,7,2021,1
23,26,28,19,2021,2
15,36,12,10,2020,1
6,22,19,9,2025,1
5,19,9,10,2021,1
15,31,15,5,2024,1
34,30,13,8,2025,1
2,32,6,9,2023,2
22,7,6,11,2021,1
23,12,0,14,2022,2
28,20,15,7,2021,1
14,6,27,14,2019,0
29,12,0,14,2022,2
18,16,13,15,2023,2
2,4,12,7,2025,1
30,30,13,14,2025,2
0,32,2,7,2020,2
30,34,28,17,2019,2
26,4,12,1,2019,0
1,17,17,14,2025,2
5,16,13,7,2022,1
30,9,6,18,2025,2
29,32,6,19,2025,2
9,8,8,18,2026,2
25,39,2,8,2021,2
21,4,12,2,2024,0
22,16,13,17,2023,2
27,24,22,3,2020,2
29,3,12,10,2024,1
23,16,13,18,2022,2
30,20,15,11,2022,1
16,8,6,6,2022,1
24,5,26,10,2020,1
21,7,6,13,2024,1
18,24,23,1,2025,0
1,33,13,17,2020,2
22,38,17,3,2021,2
31,18,1,16,2020,2
22,3,12,4,2021,0
25,32,6,11,2024,1
22,16,13,13,2022,2
5,17,17,5,2025,2
28,39,18,9,2024,2
28,24,24,4,2022,0
25,24,23,3,2025,0
25,20,15,3,2024,1
12,30,13,19,2025,2
5,18,1,14,2021,2
17,6,2,11,2020,1
22,5,15,14,2022,2
9,24,23,4,2025,1
18,21,17,7,2023,1
13,11,28,20,2019,2
20,12,0,12,2022,2
3,0,28,10,2023,2
26,7,26,7,2020,1
11,37,23,11,2024,1
16,12,0,5,2023,2
18,9,5,15,2026,2
7,6,27,16,2019,1
16,7,13,17,2025,2
23,38,0,18,2023,2
28,0,28,11,2025,1
7,37,23,9,2023,1
27,36,12,13,2020,2
5,24,23,1,2023,0
1,12,0,15,2022,2
29,16,13,9,2022,2
6,18,1,16,2020,2
34,20,15,7,2021,1
18,20,15,3,2023,0
15,37,21,15,2019,2
1,39,18,11,2024,2
4,4,12,1,2023,0
13,3,16,6,2019,1
30,7,6,8,2024,1
15,11,17,1,2024,2
5,37,21,14,2019,1
18,27,13,18,2023,2
3,25,13,9,2022,1
9,30,13,10,2026,1
22,12,14,18,2024,2
22,10,14,16,2025,2
21,3,12,3,2024,1
30,36,12,11,2020,1
4,4,12,1,2024,0
7,11,17,1,2022,0
7,34,28,19,2019,2
12,8,7,5,2025,2
28,32,6,18,2024,2
30,32,2,12,2021,1
12,17,17,13,2025,2
20,37,24,4,2022,0
1,4,12,19,2024,0
23,32,2,4,2021,1
5,20,15,7,2021,1
25,21,17,6,2024,2
34,11,17,5,2023,1
25,22,19,12,2025,1
29,32,27,11,2019,1
33,19,21,6,2020,2
15,7,13,14,2025,2
2,0,28,8,2023,2
3,21,17,4,2021,1
27,7,26,11,2020,0
11,39,2,20,2021,2
1,27,14,18,2025,1
34,9,28,15,2024,1
1,26,28,18,2020,2
20,32,6,18,2025,2
16,4,12,7,2021,2
20,11,17,2,2022,1
26,18,1,19,2020,2
5,8,6,9,2021,2
28,23,28,20,2023,2
16,39,3,17,2023,2
8,7,6,7,2022,1
25,4,12,5,2023,1
1,37,24,2,2022,0
22,28,13,19,2021,2
18,11,17,9,2024,1
16,30,13,11,2025,2
1,22,19,13,2025,2
4,29,3,18,2023,2
25,3,12,12,2023,2
18,20,15,5,2026,1
4,19,7,14,2025,2
21,25,13,15,2022,2
8,7,6,18,2024,1
15,21,17,1,2020,0
27,18,1,19,2020,2
7,22,18,5,2024,1
18,11,28,18,2019,2
16,7,6,8,2021,0
16,3,16,8,2019,1
32,36,9,10,2021,2
22,19,7,19,2025,2
28,39,4,19,2022,2
4,32,6,18,2025,2
8,12,0,20,2023,2
1,4,12,2,2023,0
17,21,12,10,2025,1
30,27,26,20,2019,2
29,31,15,5,2024,0
20,26,28,13,2021,2
6,4,12,1,2023,0
3,25,13,19,2021,2
25,4,12,5,2024,0
4,7,13,20,2025,2
29,37,21,15,2019,2
30,38,17,1,2019,0
30,5,26,13,2020,2
18,27,14,16,2025,2
11,4,12,3,2024,0
15,11,28,20,2020,2
15,25,13,18,2021,2
23,0,28,15,2025,1
28,26,28,16,2021,2
1,30,13,11,2025,2
32,32,2,19,2020,2
6,8,7,9,2023,1
31,7,26,5,2020,2
4,24,24,3,2022,0
30,18,1,17,2021,2
32,37,21,3,2020,0
3,37,24,5,2022,2
15,0,28,13,2025,1
34,24,23,6,2023,0
2,24,23,3,2025,0
29,20,15,5,2025,0
16,8,7,5,2025,1
22,23,28,16,2023,2
34,4,12,1,2023,2
20,7,6,15,2023,1
17,28,13,16,2021,2
34,4,12,4,2024,0
18,23,28,19,2024,2
23,8,7,7,2024,1
11,36,12,14,2020,2
13,25,13,15,2021,2
1,4,12,3,2022,0
23,21,17,14,2024,1
16,38,0,8,2022,2
28,36,9,17,2021,2
23,31,15,8,2023,1
28,7,6,17,2024,2
17,24,23,7,2024,1
19,17,17,17,2025,0
6,5,15,7,2022,2
9,36,12,3,2019,0
19,24,23,5,2024,1
4,34,28,18,2019,2
5,11,17,3,2024,1
25,19,9,12,2021,1
6,19,7,10,2023,1
3,37,23,8,2024,1
8,32,22,5,2019,1
30,1,1,18,2019,2
